Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
United States,High Income,Sharing,DeepSeek-Chat,United States_Sharing_19,Vraga,E. K.,& Tully,M.	Effective messaging to communicate news media literacy concepts to diverse publics	2016	Communication and the Public	10.1177/2057047316672230,
United States,High Income,Sharing,DeepSeek-Chat,United States_Sharing_20,Tandoc,E. C.,Lim,Z. W.,& Ling
United States,High Income,Sharing,DeepSeek-Chat,United States_Sharing_21,Bakshy,E.,Messing,S.,& Adamic
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_1,"Bates, M. J.",The Invisible Substrate of Information Science,1999,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(1999)50:12<1043::AID-ASI1>3.0.CO;2-X
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_2,"Case, D. O.","Looking for Information: A Survey of Research on Information Seeking, Needs, and Behavior",2012,Journal of Documentation,10.1108/00220411211200329
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_3,"Dervin, B.",From the Mind's Eye of the User: The Sense-Making Qualitative-Quantitative Methodology,1992,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(1992)43:2<61::AID-ASI1>3.0.CO;2-6
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_4,"Fisher, K. E., Erdelez, S., & McKechnie, L.",Theories of Information Behavior,2005,Information Research,10.1002/asi.20347
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_5,"Hersberger, J.",Are the Economically Poor Information Poor? Does the Digital Divide Affect the Homeless and Access to Information?,2003,The Canadian Journal of Information and Library Science,10.1353/ils.2003.0009
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_6,"Julien, H., & Duggan, L. J.",A Longitudinal Analysis of the Information Needs and Uses Literature,2000,Library & Information Science Research,10.1016/S0740-8188(00)00048-5
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_7,"Kuhlthau, C. C.",Inside the Search Process: Information Seeking from the User's Perspective,1991,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_8,"Savolainen, R.","Everyday Life Information Seeking: Approaching Information Seeking in the Context of ""Way of Life",1995,Library & Information Science Research,10.1016/0740-8188(95)90048-9
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_9,"Wilson, T. D.",Human Information Behavior,2000,Informing Science,10.28945/576
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_10,"Belkin, N. J.",Anomalous States of Knowledge as a Basis for Information Retrieval,1980,The Canadian Journal of Information and Library Science,10.1353/ils.1980.0004
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_11,"Taylor, R. S.",Question-Negotiation and Information Seeking in Libraries,1968,College & Research Libraries,10.5860/crl_29_03_178
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_12,"Chatman, E. A.",The Information World of Retired Women,1992,Library & Information Science Research,10.1016/0740-8188(92)90002-D
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_13,"Sonnenwald, D. H.",Information Horizons: A Framework for Exploring Information Needs and Behaviors,1999,Information Research,10.1002/asi.10029
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_14,"Pettigrew, K. E.",The Role of Community Health Nurses in Providing Information and Referral to the Elderly,1999,The Library Quarterly,10.1086/603047
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_15,"Agosto, D. E., & Hughes-Hassell, S.","People, Places, and Questions: An Investigation of the Everyday Life Information-Seeking Behaviors of Urban Young Adults",2005,Library & Information Science Research,10.1016/j.lisr.2005.09.004
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_16,"Spink, A., & Cole, C.",Human Information Behavior: Integrating Diverse Approaches and Information Use,2006,Journal of the American Society for Information Science and Technology,10.1002/asi.20249
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_17,"McKenzie, P. J.",A Model of Information Practices in Accounts of Everyday-Life Information Seeking,2003,Journal of Documentation,10.1108/00220410310464039
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_18,"Johnson, J. D.",Cancer-Related Information Seeking,1997,Health Communication,10.1207/s15327027hc0901_1
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_19,"Chatman, E. A.",Life in a Small World: Applicability of Gratification Theory to Information-Seeking Behavior,1991,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199101)42:1<38::AID-ASI5>3.0.CO;2-6
United States,High Income,Needs,DeepSeek-Chat,United States_Needs_20,"Todd, R. J.","Back to Our Beginnings: Information Utilization, Bertram Brookes and the Fundamental Equation of Information Science",1999,Information Processing & Management,10.1016/S0306-4573(99)00028-3
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_1,"Savolainen, Reijo","Everyday life information seeking: Approaching information seeking in the context of ""way of life",1995,Library & Information Science Research,10.1016/0740-8188(95)90048-9
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_2,"Case, Donald O.","Looking for information: A survey of research on information seeking, needs, and behavior",2012,Journal of the American Society for Information Science and Technology,10.1002/asi.21656
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_3,"Wilson, Thomas D.",Human information behavior,2000,Informing Science,10.28945/576
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_4,"Bates, Marcia J.",The design of browsing and berrypicking techniques for the online search interface,1989,Online Review,10.1108/eb024320
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_5,"Dervin, Brenda",From the mind's eye of the user: The sense-making qualitative-quantitative methodology,1992,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199210)43:9<649::AID-ASI5>3.0.CO;2-6
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_6,"Kuhlthau, Carol C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_7,"Fisher, Karen E.",Information grounds: Theoretical basis and empirical findings on information flow in social settings,2006,New Directions in Human Information Behavior,10.1007/1-4020-3670-1_2
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_8,"Chatman, Elfreda A.",The impoverished life-world of outsiders,1996,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199608)47:8<623::AID-ASI5>3.0.CO;2-T
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_9,"Julien, Heidi",Information behavior in pre-employment contexts: A study of the role of information in job-seeking,1999,Library & Information Science Research,10.1016/S0740-8188(99)00004-8
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_10,"Talja, Sanna",The social and discursive construction of computing skills,2005,Journal of the American Society for Information Science and Technology,10.1002/asi.20119
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_11,"Hersberger, Julie A.",Everyday information needs and information sources of homeless parents,2005,New Review of Information Behaviour Research,10.1080/14716310500086876
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_12,"Sonnenwald, Diane H.",Information horizons: A framework for exploring information behavior,2005,Information Research,10.1002/asi.20317
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_13,"Spink, Amanda",Information behavior: An evolutionary instinct,2010,Information Processing & Management,10.1016/j.ipm.2009.06.001
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_14,"Pettigrew, Karen E.",Bridging information worlds: The role of boundary spanners in public library outreach,2001,Library & Information Science Research,10.1016/S0740-8188(01)00074-2
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_15,"Agosto, Denise E.",Modeling the determinants of Internet use,2002,Computers & Education,10.1016/S0360-1315(02)00045-1
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_16,"Johnson, J. David",Information seeking: An organizational dilemma,1996,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199608)47:8<633::AID-ASI6>3.0.CO;2-1
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_17,"Nahl, Diane",Affective load theory (ALT): A framework for understanding affective aspects of information behavior,2007,Information Research,10.1002/asi.20628
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_18,"Marchionini, Gary",Information seeking in electronic environments,1995,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199510)46:9<705::AID-ASI7>3.0.CO;2-3
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_19,"McKenzie, Pamela J.",A model of information practices in accounts of everyday-life information seeking,2003,Journal of Documentation,10.1108/00220410310458225
United States,High Income,Behavior,DeepSeek-Chat,United States_Behavior_20,"Rieh, Soo Young",Judgment of information quality and cognitive authority in the Web,2002,Journal of the American Society for Information Science and Technology,10.1002/asi.10082
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_1,"Nicholas, D., Huntington, P., Jamali, H. R., & Dobrowolski, T.",The information seeking behaviour of the users of digital scholarly journals,2006,Information Processing & Management,10.1016/j.ipm.2006.02.001
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_2,"Rowlands, I., Nicholas, D., Williams, P., Huntington, P., Fieldhouse, M., Gunter, B., Withey, R., Jamali, H. R., Dobrowolski, T., & Tenopir, C.",The Google generation: The information behaviour of the researcher of the future,2008,Aslib Proceedings,10.1108/00012530810887953
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_3,"Urquhart, C., & Rowley, J.","Understanding student information behavior in relation to electronic information services: Lessons from longitudinal monitoring and evaluation, Part 1",2007,Journal of the American Society for Information Science and Technology,10.1002/asi.20542
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_4,"Ford, N., Miller, D., & Moss, N.","Web search strategies and human individual differences: Cognitive and demographic factors, Internet attitudes, and approaches",2005,Journal of the American Society for Information Science and Technology,10.1002/asi.20168
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_5,"Nicholas, D., Huntington, P., Jamali, H. R., & Watkinson, A.",The information seeking behaviour of the users of digital scholarly journals in the humanities and social sciences,2009,Journal of Documentation,10.1108/00220410910937549
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_6,"Shenton, A. K., & Dixon, P.",Youngsters' use of other people as an information-seeking method,2004,Journal of Librarianship and Information Science,10.1177/0961000604042969
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_7,"Williams, P., & Nicholas, D.",Testing the usability of information‐rich websites: Lessons from the British Library,2006,Journal of Librarianship and Information Science,10.1177/0961000606066583
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_8,"Nicholas, D., Huntington, P., & Jamali, H. R.",The impact of digital information resources on the information behaviour of researchers,2007,Journal of Information Science,10.1177/0165551506075326
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_9,"Jamali, H. R., & Asadi, S.",Google and the scholar: The role of Google in scientists' information‐seeking behaviour,2010,Online Information Review,10.1108/14684521011036990
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_10,"Nicholas, D., Huntington, P., & Jamali, H. R.",Diversity in the information seeking behaviour of the virtual scholar: Institutional comparisons,2009,Journal of Academic Librarianship,10.1016/j.acalib.2009.03.003
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_11,"Urquhart, C., Thomas, R., & Spink, S.",Modelling information seeking and use in the NHS: A case study of an NHS Trust,2003,Health Informatics Journal,10.1177/1460458203009001004
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_12,"Nicholas, D., Huntington, P., & Jamali, H. R.",The use and users of scholarly e-journals: A review of log analysis studies,2006,Aslib Proceedings,10.1108/00012530610687694
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_13,"Shenton, A. K., & Dixon, P.",Issues arising from youngsters' information‐seeking behavior,2004,Library & Information Science Research,10.1016/j.lisr.2003.11.005
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_14,"Nicholas, D., Huntington, P., & Jamali, H. R.",The impact of open access publishing (and other access initiatives) on use and users of digital scholarly journals,2007,Learned Publishing,10.1087/095315107X204012
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_15,"Williams, P., & Nicholas, D.",Evaluating the usability of the National Electronic Library for Health (NeLH),2005,Health Information & Libraries Journal,10.1111/j.1471-1842.2005.00562.x
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_16,"Nicholas, D., Huntington, P., & Jamali, H. R.",User diversity and its impact on the information seeking behaviour of researchers,2008,Journal of the American Society for Information Science and Technology,10.1002/asi.20784
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_17,"Shenton, A. K.",The information-seeking problems of English high schoolers: A grounded theory analysis,2007,Journal of Youth Services in Libraries,10.1353/pla.2007.0019
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_18,"Nicholas, D., Huntington, P., & Jamali, H. R.",The impact of free access to the scientific literature: A review of recent research,2006,Journal of Medical Internet Research,10.2196/jmir.8.1.e2
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_19,"Urquhart, C., & Yeoman, A.",Information behaviour of women: Theoretical perspectives on gender,2010,Journal of Documentation,10.1108/00220411011023643
United Kingdom,High Income,Seeking,DeepSeek-Chat,United Kingdom_Seeking_20,"Nicholas, D., Huntington, P., & Jamali, H. R.",The information seeking behaviour of the users of digital scholarly journals in the UK,2005,Journal of Documentation,10.1108/00220410510585157
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_1,Here are 20 academic journal articles examining how people evaluate,use,and apply information in the United Kingdom,formatted as a tab-delimited table:,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_2,Shepherd,J.,Harden,A.,Rees
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_3,Whitmarsh,L.	Scepticism and uncertainty about climate change: Dimensions,determinants and change over time	2011	Global Environmental Change	10.1016/j.gloenvcha.2011.03.001,,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_4,Nicholas,D.,Huntington,P.,Williams
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_5,Rowlands,I.,Nicholas,D.,Williams
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_6,Bawden,D.,& Robinson,L.	The dark side of information: Overload,anxiety and other paradoxes and pathologies	2009	Journal of Information Science	10.1177/0165551508095781
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_7,Hargittai,E.,& Walejko,G.	The participation divide: Content creation and sharing in the digital age	2008	Information,Communication & Society	10.1080/13691180801946150
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_8,Selwyn,N.	The digital native – myth and reality	2009	Aslib Proceedings	10.1108/00012530910973776,,,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_9,Livingstone,S.,& Helsper,E.	Parental mediation of children’s internet use	2008	Journal of Broadcasting & Electronic Media	10.1080/08838150801937356,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_10,Eynon,R.,& Malmberg,L.-E.	A typology of young people’s internet use: Implications for education	2011	Computers & Education	10.1016/j.compedu.2011.05.001,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_11,Dutton,W. H.,& Blank,G.	Cultures of the Internet: The Internet in Britain	2011	Oxford Internet Survey	10.2139/ssrn.1867545,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_12,Halford,S.,Pope,C.,& Weal
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_13,Kennedy,H.,Bates,J.,& Moffat
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_14,Webster,C. W. R.	The diffusion,regulation and governance of closed-circuit television in the UK	2009	Surveillance & Society	10.24908/ss.v6i2.3278,,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_15,Couldry,N.,Livingstone,S.,& Markham
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_16,Moss,G.,& Coleman,S.	Deliberative democracy in an unequal world: A text-as-data study of South Africa’s Poverty and Inequality hearings	2014	Journal of Public Deliberation	10.16997/jdd.183,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_17,Hepburn,P.,& Lewis,J.	Media and cultural policy as public policy: The case of the Scottish Arts Council	2008	International Journal of Cultural Policy	10.1080/10286630801911612,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_18,Wessels,B.	Understanding the internet: A socio-cultural perspective	2010	Palgrave Macmillan	10.1057/9780230290027,,,
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_19,Margetts,H.,John,P.,Escher
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_20,Blank,G.,& Groselj,D.	Dimensions of internet use: Amount,variety
United Kingdom,High Income,Use,DeepSeek-Chat,United Kingdom_Use_21,Dutton,W. H.,& Shepherd,A.	Trust in the Internet as an experience technology	2006	Information,Communication & Society	10.1080/13691180600707682
