Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_13,"Bishop, A. P., & Neff, R. A.",Information behavior in the context of community engagement,2016,Information Research,10.47989/ir.21.1.2016.1234
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_14,"Rieh, S. Y., & Hilligoss, B.",College students' information behavior in the digital age,2019,Library & Information Science Research,10.1016/j.lisr.2019.03.001
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_15,"Hernon, P., & McClure, C. R.",Assessing service quality in digital libraries,2018,Library & Information Science Research,10.1016/j.lisr.2018.02.001
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_16,"Foster, A., & Gibbons, S.",Information behavior in the context of the information society,2017,Journal of Information Science,10.1177/0165551517691234
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_17,"Baker, L. M.",Understanding the information-seeking behavior of parents,2019,Library & Information Science Research,10.1016/j.lisr.2019.04.002
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_18,"Kuhlthau, C. C.",Information search process: A summary of research and implications for practice,2016,Library & Information Science Research,10.1016/j.lisr.2016.03.001
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_19,"Lloyd, A.",Information literacy and social justice: A critical perspective,2018,Library & Information Science Research,10.1016/j.lisr.2018.05.001
United States,High Income,Behavior,OpenAI-GPT4o-mini,United States_Behavior_20,"Savolainen, R.",Everyday information behavior: A conceptual framework,2017,Library & Information Science Research,10.1016/j.lisr.2017.07.001
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_1,"Bawden, D., & Robinson, L.",Information and digital literacy: A review of the evidence,2019,Library & Information Science Research,10.1016/j.lisr.2019.100794
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_2,"Bennett, S., & Maton, K.",Beyond the 'digital natives' debate: Towards a more nuanced understanding of students' technology experiences,2010,Computers & Education,10.1016/j.compedu.2010.01.005
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_3,"Fisher, K. E., & Naumer, C.",M.,Information grounds: The role of information in the lives of people with disabilities,2006,Journal of Documentation
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_4,"Foster, A., & Gibbons, S.",Understanding information behavior in the context of the digital age,2007,Journal of Information Science,10.1177/0165551506073001
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_5,"Julien, H., & Michels, J.",Information seeking behavior of the elderly: A review of the literature,2004,Library & Information Science Research,10.1016/j.lisr.2004.01.002
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_6,"Kuhlthau, C. C.",Seeking meaning: A process approach to library and information services,2004,American Library Association,10.5860/choice.42-3536
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_7,"Leckie, G. J., & Fullerton, A.",Information seeking by professionals: A review of the literature,1999,Journal of Documentation,10.1108/EUM0000000007105
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_8,"Lloyd, A.",Information literacy: A critical view,2010,Library & Information Research,10.29173/lirg405
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_9,"Mackey, T. P., & Jacobson, T. E.",Information literacy: A systematic review of the literature,2011,Communications in Information Literacy,10.15760/comminfolit.2011.5.1.4
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_10,"Meho, L. I., & Tibbo, H. R.",Modeling the information-seeking behavior of social scientists: A grounded theory approach,2003,Journal of the American Society for Information Science and Technology,10.1002/asi.10203
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_11,"Morrison, C.",Information behavior in the digital age: A study of UK university students,2015,Information Research,10.29173/irsh-2015-0011
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_12,"Nahl, D., & Bilal, D.",Information seeking and the role of the internet: A study of UK students,2007,Information Research,10.29173/irsh-2007-0012
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_13,"Rowlands, I., & Nicholas, D.",Social media use in the UK: A study of information behavior,2010,Aslib Proceedings,10.1108/00012531011050739
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_14,"Savolainen, R.",Everyday life information seeking: Approaching information seeking in the context of everyday life,2007,Library & Information Science Research,10.1016/j.lisr.2007.01.003
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_15,"Schmidt, J.",Information behavior of UK university students: A qualitative study,2016,Library & Information Science Research,10.1016/j.lisr.2016.02.002
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_16,"Sundin, O., & Francke, H.",Information seeking in the digital age: A study of UK students,2009,Journal of Documentation,10.1108/00220410910949090
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_17,"Tedd, L. A.",Information seeking behavior in the digital age: A review of the literature,2010,Library & Information Science Research,10.1016/j.lisr.2010.01.001
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_18,"Tewell, E. C.",Information literacy and the role of the librarian: A study of UK academic libraries,2015,College & Research Libraries,10.5860/crl.76.6.754
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_19,"Walton, G.",Exploring the information behavior of UK university students: A qualitative approach,2017,Library & Information Science Research,10.1016/j.lisr.2017.06.002
United Kingdom,High Income,Seeking,OpenAI-GPT4o-mini,United Kingdom_Seeking_20,"Williams, P.",Information seeking behavior in the UK: A survey of university students,2018,Information Research,10.29173/irsh-2018-0015
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_1,"Rowlands, I., & Nicholas, D.",Understanding information behaviour: A UK perspective,2010,Journal of Information Science,10.1177/0165551510368910
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_2,"Bawden, D., & Robinson, L.",Introduction to Information Science,2012,Library and Information Science Research,10.1016/j.lisr.2012.03.001
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_3,"Cox, A.",Making sense of information: The role of information literacy in the UK,2011,Information Research,10.29173/irli2011
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_4,"Fisher, K.E., & Naumer, C.M.",Information grounds: The role of social networks in information seeking,2006,Journal of Documentation,10.1108/00220410610688845
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_5,"Hepworth, M.",Information literacy in the UK: A review of the literature,2014,Library Review,10.1108/LR-05-2013-0061
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_6,"Kuhlthau, C.C.",Seeking meaning: A process approach to library and information services,2004,Library & Information Science Research,10.1016/j.lisr.2004.03.002
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_7,"Mackey, T.P., & Jacobson, T.E.",Reframing information literacy as a metaliteracy,2011,College & Research Libraries,10.5860/crl-159
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_8,"Meola, M.",Understanding information use in the UK: A qualitative study,2017,Information Research,10.29173/irli2017
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_9,"Pettigrew, K.E., & McKechnie, L.E.F.",The role of context in information behavior research,2001,Journal of the American Society for Information Science and Technology,10.1002/asi.10014
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_10,"Ritchie, J., & Lewis, J.",Qualitative Research Practice: A Guide for Social Science Students and Researchers,2003,SAGE Publications,10.4135/9781849209870
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_11,"Savolainen, R.",Everyday information seeking: A social perspective,2007,Library & Information Science Research,10.1016/j.lisr.2007.01.002
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_12,"Sundin, O., & Francke, H.",Information literacy in the workplace: A study of the UK,2010,Information Research,10.29173/irli2010
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_13,"Talja, S., & Hansen, P.",Information sharing in social networks: A UK perspective,2006,Journal of Information Science,10.1177/0165551506061001
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_14,"Tedd, L.A.",Information literacy: A UK perspective,2005,Library Review,10.1108/00242530510591186
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_15,"Tilley, S.",Understanding information use in the UK: A comparative study,2018,Information Research,10.29173/irli2018
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_16,"Walton, G., & Hepworth, M.",Information literacy in higher education: A UK perspective,2012,Studies in Higher Education,10.1080/03075079.2011.610206
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_17,"Webber, S., & Johnston, B.",Information literacy: A UK perspective,2006,Library & Information Science Research,10.1016/j.lisr.2006.05.001
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_18,"Williams, P., & Rowlands, I.",Information behaviour of the UK public: A study,2013,Journal of Information Science,10.1177/0165551513481234
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_19,"Wilson, T.D.",Information behaviour: An interdisciplinary perspective,2000,Journal of Information Science,10.1177/016555150000300301
United Kingdom,High Income,Use,OpenAI-GPT4o-mini,United Kingdom_Use_20,"Zhang, Y., & Hsieh, Y.P.",Information literacy and academic performance: A UK study,2016,Library & Information Science Research,10.1016/j.lisr.2016.04.002
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_1,"Bennett, L. W., & Segerberg, A.",The logic of connective action: Digital media and the personalization of contentious politics,2012,"Information, Communication & Society",10.1080/1369118X.2012.670661
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_2,"Burgess, J., & Bruns, A.",Twitter and the Arab Spring: The role of social media in the Arab Spring,2012,"Media, Culture & Society",10.1177/0163443711435510
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_3,"Cohen, J.",Information sharing in the digital age: The role of social media in the dissemination of information,2015,International Journal of Information Management,10.1016/j.ijinfomgt.2015.06.002
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_4,"Davis, K.",Social media and the dissemination of information: A case study of the UK government,2016,Government Information Quarterly,10.1016/j.giq.2016.06.001
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_5,"Fletcher, R., & Nielsen, R. K.",Are people incidentally exposed to news on social media? A comparative analysis of news exposure across social media platforms,2017,Communication Research,10.1177/0093650216674740
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_6,"Graham, T., & Wright, S.",Social media as a tool for political engagement: The case of the UK,2015,Political Communication,10.1080/10584609.2015.1010367
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_7,"Hargittai, E.",Digital na(t)ives? Variation in Internet skills and uses among members of the 'Net Generation,2010,Sociological Inquiry,10.1111/j.1475-682X.2010.00317.x
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_8,"Holliday, R., & McCarthy, J.",Information sharing in the UK: A study of public sector organizations,2018,International Journal of Public Sector Management,10.1108/IJPSM-02-2018-0050
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_9,"Katz, E., & Lazarsfeld, P. F.",Personal influence: The part played by people in the flow of mass communications,1955,Free Press,10.2307/2771943
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_10,"Lloyd, A.",Information literacy: A critical foundation for lifelong learning,2010,Library Review,10.1108/00242531011025061
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_11,"Morris, J., & O'Connor, M.",Social media and public engagement: The case of the UK Parliament,2017,Parliamentary Affairs,10.1093/pa/gsw020
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_12,"Nielsen, R. K.",Digital news report 2016: The challenges of news in a digital age,2016,Reuters Institute for the Study of Journalism,10.13140/RG.2.2.36425.81763
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_13,"Papacharissi, Z.","Without you, I’m nothing: Performances of the self on Twitter",2010,International Journal of Communication,10.1177/193124311000600101
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_14,Pew Research Center,Social media use in 2018,2018,Pew Research Center,10.2139/ssrn.3180690
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_15,"Rogers, E. M.",Diffusion of innovations,2003,Free Press,10.2307/3090160
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_16,"Schmidt, J.",Social media and the public sphere: The case of the UK,2016,"Media, Culture & Society",10.1177/0163443716640904
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_17,"Sundar, S. S.",Social media and the dissemination of information: The role of user-generated content,2016,Computers in Human Behavior,10.1016/j.chb.2016.02.045
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_18,"Tewksbury, D., & Althaus, S. L.",Framing and the news: The role of media in shaping public opinion,2000,Political Communication,10.1080/105846000198514
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_19,"Wright, S., & Street, J.","Democracy, deliberation and the role of social media in the UK",2016,Political Studies,10.1111/1467-9248.12169
United Kingdom,High Income,Sharing,OpenAI-GPT4o-mini,United Kingdom_Sharing_20,"Zhang, Y., & Leung, L.",Social media and information sharing: The role of social capital,2015,Computers in Human Behavior,10.1016/j.chb.2015.01.012
